order_detail_id,order_id,product_id,quantity,discount
180,111,15,2,0.0
181,111,40,2,15.0
182,112,14,1,0.0
183,113,24,2,10.0
184,114,41,1,10.0
185,114,49,1,5.0
186,115,29,2,10.0
187,116,57,2,5.0
188,117,37,3,0.0
189,118,37,1,10.0
190,119,1,1,10.0
191,119,39,1,10.0
192,119,33,3,15.0
193,120,36,2,5.0
194,120,3,4,20.0
195,121,5,1,10.0
196,121,20,1,0.0
197,122,31,1,0.0
198,122,35,3,5.0
199,122,39,1,0.0
200,123,4,5,10.0
201,124,39,1,0.0
202,125,14,2,10.0
203,126,32,1,5.0
204,127,8,1,0.0
205,128,4,1,0.0
206,129,60,1,20.0
207,129,35,4,5.0
208,130,2,2,15.0
209,131,22,3,15.0
210,131,12,2,10.0
211,131,10,1,5.0
212,132,39,1,5.0
213,133,54,3,0.0
214,134,31,1,10.0
215,135,8,3,5.0
216,136,23,1,5.0
217,137,16,4,10.0
218,138,46,2,5.0
219,138,3,1,10.0
220,138,28,3,0.0
221,139,21,1,5.0
222,139,3,2,10.0
223,139,52,2,5.0
224,140,36,1,0.0
225,140,44,1,15.0
226,141,45,3,10.0
227,142,31,2,15.0
228,142,14,2,5.0
229,143,41,1,0.0
230,144,53,2,15.0
231,144,23,1,10.0
232,145,29,2,5.0
233,146,46,3,5.0
234,147,9,1,5.0
235,148,37,2,10.0
236,148,34,1,15.0
237,149,47,1,10.0
238,150,12,2,5.0
239,151,8,3,5.0
240,151,45,1,5.0
241,152,13,3,0.0
242,153,53,5,15.0
243,154,27,2,15.0
244,154,9,1,10.0
245,155,51,1,0.0
246,156,19,3,10.0
247,156,43,1,10.0
248,156,44,2,15.0
249,157,33,2,15.0
250,158,47,2,15.0
251,158,17,3,20.0
252,158,39,1,10.0
253,159,10,2,10.0
254,159,29,1,10.0
255,159,45,2,15.0
256,160,41,1,10.0
257,161,8,1,10.0
258,162,25,1,0.0
259,162,14,2,15.0
260,162,32,3,10.0
261,163,12,3,5.0
262,164,5,1,5.0
263,165,36,3,5.0
264,165,34,1,0.0
265,165,43,1,5.0
266,166,38,3,5.0
267,167,32,4,15.0
268,168,4,1,10.0
269,169,22,2,10.0
270,169,9,1,15.0
271,170,3,1,0.0
272,170,56,2,5.0
273,170,13,1,10.0
274,170,27,2,5.0
275,171,58,1,5.0
276,172,56,2,15.0
277,172,54,1,15.0
278,173,25,1,15.0
279,174,12,1,15.0
280,174,14,4,5.0
281,174,57,1,0.0
282,175,21,1,0.0
283,176,35,1,10.0
284,176,11,1,15.0
285,176,9,1,5.0
286,177,26,2,5.0
287,178,4,2,0.0
288,179,12,3,15.0
289,180,56,1,10.0
290,181,9,2,15.0
291,182,26,1,10.0
292,183,42,1,15.0
293,184,25,1,20.0
294,185,25,1,0.0
295,185,26,3,5.0
296,186,24,4,0.0
297,186,29,2,5.0
298,187,43,1,5.0
299,188,60,3,5.0
300,188,2,1,15.0
301,189,29,1,10.0
302,190,13,2,0.0
303,191,40,3,20.0
304,191,41,1,15.0
305,191,27,1,15.0
306,191,11,2,5.0
307,192,46,1,15.0
308,193,45,2,15.0
309,194,24,1,5.0
310,194,5,1,10.0
311,195,12,1,10.0
312,195,35,1,15.0
313,195,16,1,5.0
314,196,59,2,10.0
315,196,20,1,5.0
316,196,34,1,5.0
317,197,39,1,0.0
318,198,16,1,0.0
319,199,54,1,15.0
320,200,1,2,0.0
321,200,3,2,10.0
322,201,19,1,0.0
323,202,43,3,0.0
324,203,55,1,5.0
325,204,12,3,0.0
326,205,19,1,5.0
327,206,4,3,0.0
328,206,32,1,0.0
329,207,46,1,5.0
330,208,44,3,0.0
331,209,52,1,0.0
332,210,54,1,15.0
333,210,9,3,10.0
334,211,50,1,10.0
335,212,17,3,5.0
336,212,30,3,20.0
337,213,44,2,0.0
338,213,46,1,10.0
339,214,39,1,15.0
340,215,32,1,10.0
341,216,51,1,15.0
342,216,36,1,5.0
343,217,44,2,5.0
344,217,2,2,0.0
345,218,43,2,5.0
346,219,57,2,0.0
347,220,35,1,0.0
348,221,54,1,5.0
349,221,28,5,5.0
350,222,12,2,15.0
351,222,34,1,5.0
352,223,43,1,5.0
353,224,13,3,5.0
354,225,21,1,15.0
355,225,34,1,5.0
356,225,53,3,10.0
357,226,7,5,5.0
358,226,5,2,10.0
359,227,54,5,5.0
360,228,43,5,15.0
361,229,16,2,5.0
362,229,52,3,0.0
363,230,32,4,15.0
364,231,21,1,10.0
365,231,5,1,5.0
366,232,21,3,10.0
367,233,43,1,20.0
368,234,44,2,15.0
369,235,14,2,5.0
370,236,16,1,5.0
371,236,20,2,10.0
372,236,23,2,5.0
373,237,38,1,15.0
374,238,23,3,5.0
375,239,54,1,10.0
376,240,1,2,20.0
377,241,16,5,10.0
378,242,19,1,10.0
379,242,10,2,0.0
380,243,49,3,10.0
381,243,19,4,10.0
382,244,40,1,10.0
383,244,17,4,15.0
384,244,5,1,10.0
385,245,16,2,10.0
386,246,21,2,0.0
387,247,57,2,10.0
388,247,6,1,15.0
389,248,11,1,0.0
390,248,59,4,0.0
391,249,31,1,10.0
392,249,37,3,20.0
393,250,32,1,10.0
394,251,1,1,10.0
395,252,40,1,10.0
396,253,1,1,0.0
397,254,31,1,10.0
398,255,15,3,5.0
399,256,38,1,15.0
400,256,29,3,15.0
401,256,53,2,5.0
402,257,56,4,5.0
403,257,36,2,5.0
404,257,58,2,5.0
405,258,58,1,0.0
406,259,44,1,10.0
407,259,20,4,15.0
408,259,50,1,5.0
409,260,20,1,5.0
410,261,57,1,5.0
411,262,60,2,0.0
412,262,6,2,10.0
413,262,2,1,5.0
414,263,30,1,10.0
415,263,57,1,5.0
416,264,60,3,5.0
417,264,51,2,10.0
418,264,33,1,10.0
419,265,20,1,15.0
420,266,10,3,5.0
421,267,38,1,0.0
422,267,52,2,15.0
423,267,11,1,5.0
424,268,42,1,10.0
425,269,56,2,10.0
426,270,41,4,0.0
427,270,57,1,0.0
428,271,11,1,5.0
429,272,19,2,10.0
430,273,52,1,10.0
431,273,4,3,0.0
432,274,43,2,15.0
433,275,23,1,10.0
434,276,37,1,10.0
435,277,23,1,5.0
436,278,52,2,15.0
437,279,16,2,0.0
438,279,19,3,5.0
439,280,43,2,0.0
440,280,40,2,0.0
441,281,38,1,10.0
442,281,1,2,5.0
443,282,25,3,5.0
444,282,8,2,20.0
445,283,3,2,5.0
446,284,22,1,0.0
447,285,41,1,0.0
448,285,4,1,5.0
449,286,38,2,20.0
450,286,12,1,20.0
451,287,44,2,5.0
452,287,51,2,5.0
453,287,13,1,0.0
454,288,44,2,10.0
455,288,54,2,5.0
456,288,26,1,5.0
457,289,28,1,0.0
458,290,59,1,0.0
459,291,58,2,5.0
460,292,12,1,5.0
461,293,43,2,5.0
462,294,22,4,5.0
463,294,2,1,0.0
464,295,28,1,0.0
465,296,30,2,5.0
466,297,31,2,5.0
467,298,53,2,10.0
468,299,13,1,5.0
469,300,23,2,15.0
470,301,58,3,15.0
471,301,12,1,10.0
472,302,43,2,15.0
473,302,1,2,15.0
474,302,18,1,10.0
475,303,10,2,10.0
476,304,52,3,10.0
477,305,47,1,20.0
478,305,37,2,15.0
479,306,31,1,10.0
480,307,45,2,15.0
481,307,37,2,5.0
482,308,24,2,5.0
483,309,5,2,15.0
484,310,51,1,10.0
485,310,40,3,5.0
486,311,9,1,10.0
487,311,42,1,20.0
488,312,37,3,10.0
489,312,1,3,10.0
490,312,42,4,10.0
491,313,25,1,5.0
492,313,48,1,5.0
493,314,25,2,5.0
494,314,46,1,10.0
495,315,57,1,5.0
496,315,2,3,5.0
497,316,13,2,10.0
498,316,33,4,10.0
499,317,41,1,5.0
500,317,4,1,0.0
501,318,27,2,0.0
502,319,24,2,10.0
503,320,19,1,10.0
504,321,26,1,0.0
505,321,8,1,10.0
506,322,31,1,5.0
507,322,38,1,5.0
508,323,40,1,0.0
509,324,43,3,15.0
510,325,31,1,10.0
511,325,55,2,5.0
512,326,29,3,0.0
513,326,23,1,15.0
514,327,4,1,0.0
515,328,40,2,10.0
516,329,22,1,10.0
517,329,56,1,5.0
518,329,52,2,10.0
519,330,11,2,0.0
520,330,18,2,5.0
521,331,41,1,10.0
522,331,23,1,0.0
523,332,43,1,0.0
524,333,45,1,15.0
525,334,22,1,5.0
526,335,44,1,5.0
527,335,20,2,10.0
528,335,7,2,5.0
529,336,18,3,20.0
530,337,51,1,15.0
531,337,7,1,15.0
532,338,10,1,15.0
533,338,11,2,5.0
534,339,17,1,5.0
535,340,55,2,15.0
536,340,48,1,5.0
537,341,7,2,10.0
538,341,17,3,5.0
539,341,58,1,0.0
540,341,39,1,5.0
541,342,52,2,0.0
542,342,10,2,0.0
543,343,58,1,15.0
544,343,55,3,5.0
545,344,10,2,0.0
546,344,55,4,10.0
547,344,13,4,5.0
548,345,60,1,10.0
549,345,1,1,10.0
550,346,6,2,0.0
551,347,58,1,20.0
552,348,56,1,5.0
553,349,22,2,0.0
554,350,16,2,15.0
555,350,23,3,10.0
556,351,27,3,0.0
557,351,2,3,0.0
558,351,50,1,0.0
559,352,48,2,5.0
560,352,37,1,10.0
561,353,53,1,5.0
562,354,17,1,15.0
563,354,59,2,20.0
564,354,29,1,0.0
565,355,31,4,5.0
566,356,9,2,5.0
567,357,50,1,0.0
568,357,8,1,5.0
569,358,53,1,5.0
570,359,5,1,0.0
571,359,26,1,15.0
572,359,24,2,15.0
573,360,1,1,10.0
574,360,30,1,15.0
575,361,51,1,15.0
576,362,4,2,5.0
577,363,12,1,10.0
578,363,18,4,15.0
579,363,22,1,10.0
580,364,6,1,0.0
581,364,41,3,5.0
582,364,57,3,5.0
583,365,23,2,0.0
584,366,22,5,10.0
585,367,51,2,0.0
586,367,59,3,5.0
587,367,6,4,5.0
588,368,30,1,10.0
589,368,17,2,0.0
590,369,19,2,10.0
591,369,37,4,0.0
592,370,11,1,0.0
593,371,33,2,5.0
594,372,43,1,10.0
595,372,1,1,0.0
596,373,11,4,10.0
597,374,47,1,10.0
598,375,53,4,5.0
599,375,40,2,15.0
600,376,28,3,10.0
601,376,14,3,0.0
602,376,22,1,0.0
603,377,5,1,5.0
604,378,6,3,15.0
605,379,39,2,15.0
606,379,53,3,10.0
607,380,60,1,5.0
608,380,33,5,15.0
609,380,55,1,20.0
610,381,36,3,20.0
611,381,6,1,5.0
612,382,1,1,15.0
613,382,16,1,0.0
614,382,59,2,15.0
615,383,47,5,5.0
616,383,28,4,10.0
617,383,40,1,5.0
618,384,28,3,5.0
619,385,40,2,5.0
620,386,52,1,0.0
621,387,53,1,0.0
622,387,44,2,5.0
623,387,16,1,5.0
624,388,34,1,15.0
625,389,26,3,5.0
626,390,52,1,20.0
627,391,50,1,5.0
628,392,48,2,0.0
629,393,7,1,0.0
630,394,54,1,0.0
631,395,54,2,5.0
632,396,11,5,10.0
633,396,23,1,5.0
634,396,2,2,10.0
635,397,49,2,0.0
636,398,3,1,10.0
637,399,25,2,5.0
638,400,38,3,0.0
639,400,18,1,10.0
640,400,56,2,0.0
641,400,1,1,10.0
642,401,51,2,5.0
643,401,18,2,0.0
644,402,25,1,0.0
645,402,59,2,0.0
646,403,44,4,0.0
647,404,7,1,5.0
648,404,38,1,15.0
649,405,47,1,0.0
650,406,17,2,0.0
651,407,43,1,0.0
652,408,45,1,15.0
653,408,42,1,10.0
654,408,22,1,10.0
655,409,8,1,20.0
656,410,39,2,0.0
657,410,27,1,10.0
658,411,17,1,0.0
659,411,49,3,15.0
660,411,60,1,5.0
661,412,28,3,0.0
662,412,27,3,15.0
663,413,51,1,5.0
664,414,34,1,10.0
665,415,8,3,15.0
666,415,2,2,0.0
667,415,24,4,10.0
668,416,29,1,0.0
669,417,2,1,20.0
670,417,28,1,20.0
671,418,34,1,15.0
672,418,22,1,15.0
673,419,11,1,0.0
674,420,23,3,5.0
675,421,45,3,15.0
676,422,34,5,0.0
677,423,13,2,5.0
678,423,28,1,0.0
679,423,57,1,0.0
680,424,46,3,10.0
681,425,43,4,10.0
682,425,42,3,0.0
683,426,54,1,0.0
684,426,38,3,5.0
685,427,15,3,5.0
686,428,47,1,10.0
687,428,26,2,0.0
688,429,32,1,5.0
689,430,25,3,10.0
690,430,27,1,5.0
691,431,13,3,0.0
692,431,30,2,15.0
693,432,15,1,5.0
694,432,40,2,10.0
695,433,44,1,10.0
696,433,9,1,15.0
697,434,59,1,10.0
698,434,36,1,5.0
699,434,24,1,5.0
700,435,41,2,15.0
701,435,36,1,0.0
702,435,14,1,0.0
703,436,1,4,5.0
704,437,34,2,15.0
705,437,23,1,10.0
706,438,6,1,10.0
707,439,4,1,0.0
708,440,19,1,5.0
709,441,52,4,10.0
710,442,23,3,10.0
711,442,7,1,15.0
712,443,22,2,0.0
713,443,2,2,15.0
714,444,33,2,15.0
715,444,56,1,5.0
716,445,10,2,0.0
717,445,19,1,0.0
718,445,35,1,0.0
719,446,7,4,0.0
720,446,37,1,15.0
721,447,46,2,0.0
722,447,49,3,0.0
723,447,30,1,10.0
724,447,55,2,10.0
725,448,60,3,5.0
726,449,20,5,0.0
727,450,7,2,20.0
728,451,32,1,0.0
729,452,26,2,0.0
730,453,24,1,0.0
731,454,10,3,5.0
732,455,38,1,5.0
733,456,18,5,10.0
734,457,60,2,15.0
735,457,16,1,15.0
736,458,15,1,10.0
737,458,28,1,15.0
738,459,36,4,0.0
739,459,28,3,15.0
740,460,16,1,15.0
741,461,59,2,10.0
742,461,5,3,0.0
743,462,48,2,10.0
744,462,24,3,15.0
745,462,54,3,0.0
746,463,47,1,5.0
747,464,56,2,0.0
748,465,34,2,5.0
749,465,27,1,10.0
750,466,1,1,0.0
751,467,43,2,10.0
752,468,1,1,10.0
753,468,41,2,20.0
754,468,2,1,15.0
755,469,12,3,20.0
756,469,18,2,15.0
757,470,60,2,0.0
758,471,15,2,10.0
759,472,13,1,0.0
760,473,29,1,15.0
761,473,54,1,10.0
762,473,3,3,5.0
763,474,43,3,15.0
764,475,35,3,5.0
765,475,13,2,15.0
766,476,4,1,5.0
767,476,28,1,5.0
768,476,57,1,0.0
769,476,36,1,15.0
770,477,36,1,20.0
771,478,59,4,5.0
772,479,42,2,20.0
773,479,54,2,5.0
774,480,35,3,20.0
775,480,44,2,15.0
776,481,45,2,5.0
777,481,22,1,10.0
778,481,23,2,20.0
779,482,32,2,0.0
780,482,13,1,5.0
781,483,3,1,0.0
782,484,15,1,10.0
783,484,54,1,0.0
784,484,60,2,15.0
785,484,55,3,15.0
786,485,35,2,5.0
787,485,36,1,20.0
788,486,50,2,15.0
789,487,40,1,15.0
790,487,10,1,0.0
791,488,2,1,0.0
792,489,11,3,10.0
793,490,16,1,5.0
794,491,48,2,5.0
795,491,2,3,10.0
796,492,55,1,5.0
797,493,5,5,15.0
798,494,38,3,5.0
799,494,19,1,0.0
800,495,31,2,5.0
801,496,23,5,10.0
802,497,41,1,5.0
803,498,9,1,20.0
804,499,39,5,10.0
805,500,8,1,0.0
806,500,23,3,10.0
807,501,52,2,0.0
808,501,11,1,5.0
809,502,8,2,10.0
810,502,15,2,0.0
811,503,13,1,15.0
812,504,54,1,0.0
813,505,24,2,0.0
814,506,12,2,0.0
815,507,9,1,10.0
816,508,51,4,5.0
817,508,25,2,0.0
818,508,2,1,0.0
819,508,12,1,0.0
820,509,13,2,5.0
821,510,44,4,10.0
822,511,16,3,15.0
823,512,15,4,10.0
824,512,32,1,5.0
825,513,53,1,0.0
826,513,2,1,5.0
827,514,55,1,10.0
828,515,23,2,10.0
829,516,13,3,10.0
830,517,33,4,5.0
831,518,43,1,5.0
832,518,3,1,15.0
833,519,38,1,5.0
834,519,18,1,10.0
835,520,57,1,0.0
836,520,31,1,15.0
837,520,39,1,5.0
838,521,47,1,0.0
839,522,11,3,15.0
840,523,47,2,20.0
841,524,35,1,5.0
842,524,18,1,5.0
843,525,58,2,10.0
844,525,42,1,10.0
845,526,6,2,0.0
846,526,10,1,0.0
847,527,40,1,0.0
848,528,43,5,10.0
849,528,36,2,15.0
850,528,5,4,5.0
851,529,42,4,15.0
852,530,4,1,5.0
853,531,10,1,15.0
854,532,36,1,5.0
855,533,8,4,0.0
856,534,27,1,15.0
857,534,35,1,10.0
858,535,60,2,10.0
859,535,37,1,10.0
860,536,38,2,15.0
861,537,55,3,5.0
862,538,41,3,5.0
863,539,31,2,5.0
864,540,31,1,0.0
865,541,21,1,5.0
866,542,22,1,10.0
867,542,60,3,10.0
868,543,51,3,0.0
869,544,32,4,10.0
870,545,9,2,5.0
871,545,31,1,10.0
872,546,21,3,0.0
873,546,44,1,0.0
874,547,55,1,5.0
875,547,47,2,5.0
876,548,19,2,15.0
877,548,4,5,5.0
878,549,26,4,5.0
879,550,21,1,10.0
880,551,20,2,0.0
881,552,8,5,20.0
882,553,43,2,15.0
883,553,25,5,0.0
884,553,23,2,5.0
885,554,14,1,15.0
886,554,24,1,0.0
887,554,8,3,5.0
888,555,25,1,5.0
889,556,59,2,5.0
890,556,28,1,10.0
891,557,39,1,0.0
892,557,1,1,5.0
893,558,6,2,10.0
894,559,56,3,5.0
895,560,39,4,15.0
896,560,23,5,15.0
897,561,18,1,5.0
898,562,28,3,0.0
899,563,30,2,0.0
900,563,6,1,5.0
901,563,35,2,5.0
902,564,10,2,20.0
903,564,8,1,0.0
904,564,39,1,5.0
905,565,1,1,15.0
906,566,23,1,5.0
907,567,19,2,15.0
908,567,38,1,5.0
909,568,26,1,0.0
910,568,25,2,5.0
911,569,30,2,10.0
912,569,10,3,5.0
913,570,41,3,20.0
914,571,51,3,5.0
915,572,21,2,0.0
916,573,44,2,20.0
917,573,18,1,20.0
918,574,55,2,0.0
919,575,23,1,5.0
920,575,27,1,10.0
921,575,5,1,10.0
922,576,57,2,10.0
923,577,59,1,20.0
924,578,44,1,0.0
925,579,38,1,5.0
926,580,19,1,10.0
927,581,38,1,5.0
928,582,22,1,0.0
929,582,31,1,5.0
930,583,51,1,5.0
931,584,3,1,10.0
932,585,4,1,10.0
933,585,43,3,5.0
934,585,3,3,10.0
935,585,25,1,10.0
936,586,42,1,15.0
937,587,11,3,10.0
938,587,49,4,0.0
939,587,60,2,10.0
940,587,32,2,5.0
941,588,54,1,0.0
942,589,49,2,20.0
943,590,12,4,10.0
944,591,55,3,10.0
945,591,31,3,5.0
946,591,32,1,15.0
947,592,32,3,5.0
948,593,27,3,5.0
949,594,43,1,0.0
950,595,3,4,0.0
951,596,27,2,5.0
952,596,42,1,5.0
953,597,36,1,15.0
954,598,28,1,20.0
955,599,48,1,10.0
956,600,8,1,5.0
957,601,6,1,15.0
958,601,8,2,15.0
959,602,25,1,10.0
960,602,57,2,10.0
961,603,41,4,0.0
962,604,53,3,20.0
963,604,30,4,5.0
964,605,5,1,10.0
965,605,15,1,15.0
966,606,57,1,5.0
967,606,24,1,10.0
968,607,19,2,10.0
969,608,36,4,5.0
970,608,56,1,0.0
971,609,24,2,0.0
972,609,44,4,0.0
973,610,20,2,5.0
974,610,24,1,0.0
975,611,11,4,10.0
976,612,58,1,0.0
977,613,29,1,0.0
978,613,21,3,10.0
979,614,23,1,10.0
980,614,38,1,5.0
981,615,33,2,0.0
982,616,55,1,5.0
983,617,35,1,5.0
984,618,56,1,5.0
985,618,39,1,10.0
986,618,10,2,15.0
987,619,43,1,10.0
988,620,1,1,15.0
989,621,39,2,0.0
990,622,32,1,0.0
991,623,31,2,5.0
992,623,7,2,10.0
993,623,21,2,15.0
994,624,56,1,10.0
995,624,58,1,10.0
996,625,56,1,0.0
997,625,1,1,0.0
998,626,42,1,15.0
999,626,47,2,0.0
1000,627,15,5,0.0
1001,628,52,3,10.0
1002,629,38,3,0.0
1003,629,5,1,10.0
1004,630,38,3,5.0
1005,630,16,1,5.0
1006,630,36,1,5.0
1007,631,27,1,20.0
1008,631,12,1,0.0
1009,631,10,3,0.0
1010,632,17,1,10.0
1011,633,9,2,5.0
1012,634,25,2,15.0
1013,635,1,1,15.0
1014,636,43,3,5.0
1015,636,44,1,5.0
1016,637,60,1,5.0
1017,637,31,3,0.0
1018,638,14,3,10.0
1019,639,22,2,15.0
1020,640,50,1,10.0
1021,640,25,1,20.0
1022,641,33,2,0.0
1023,642,52,1,10.0
1024,643,41,1,0.0
1025,644,25,1,15.0
1026,645,28,3,5.0
1027,645,52,1,10.0
1028,646,48,2,0.0
1029,646,60,3,5.0
1030,647,26,2,0.0
1031,647,9,2,15.0
1032,647,22,2,0.0
1033,647,25,1,15.0
1034,648,34,1,5.0
1035,649,22,1,0.0
1036,649,56,2,5.0
1037,649,60,1,10.0
1038,650,40,1,5.0
1039,651,47,1,5.0
1040,652,27,2,15.0
1041,653,59,5,0.0
1042,653,25,1,15.0
1043,654,16,4,20.0
1044,655,57,2,10.0
1045,656,46,1,5.0
1046,657,49,1,5.0
1047,658,43,1,5.0
1048,659,11,1,0.0
1049,660,49,2,10.0
1050,660,45,3,15.0
1051,661,7,1,0.0
1052,662,52,1,5.0
1053,662,53,3,5.0
1054,662,38,2,15.0
1055,663,7,2,0.0
1056,664,5,1,10.0
1057,665,47,2,10.0
1058,665,53,5,15.0
1059,666,34,4,0.0
1060,666,5,1,0.0
1061,666,57,3,10.0
1062,667,1,2,5.0
1063,667,4,1,10.0
1064,667,59,1,5.0
1065,668,3,1,10.0
1066,669,20,1,15.0
1067,670,45,3,0.0
1068,670,15,1,15.0
1069,671,28,2,5.0
1070,671,51,1,10.0
1071,671,8,4,5.0
1072,671,32,1,5.0
1073,672,41,1,0.0
1074,673,18,1,10.0
1075,674,29,3,10.0
1076,674,35,3,20.0
1077,675,42,1,20.0
1078,676,45,1,15.0
1079,677,2,1,5.0
1080,678,4,3,0.0
1081,678,18,1,15.0
1082,678,55,1,5.0
1083,679,5,3,0.0
1084,679,26,2,5.0
1085,680,17,2,10.0
1086,681,58,1,0.0
1087,682,57,1,5.0
1088,683,24,3,15.0
1089,683,46,1,0.0
1090,684,35,1,0.0
1091,685,24,1,0.0
1092,685,58,2,20.0
1093,686,38,1,10.0
1094,687,50,1,10.0
1095,688,17,4,0.0
1096,689,19,2,5.0
1097,690,58,2,10.0
1098,691,36,1,10.0
1099,692,16,3,10.0
1100,693,31,1,10.0
1101,693,43,2,15.0
1102,693,14,1,10.0
1103,693,13,1,0.0
1104,694,5,3,5.0
1105,695,23,1,0.0
1106,696,49,2,15.0
1107,696,46,5,0.0
1108,696,30,3,0.0
1109,697,36,1,5.0
1110,697,7,2,10.0
1111,698,57,1,5.0
1112,699,60,1,5.0
1113,699,18,1,0.0
1114,700,22,1,0.0
1115,700,30,1,10.0
1116,700,48,1,0.0
1117,700,29,2,0.0
1118,701,32,1,15.0
1119,702,45,3,10.0
1120,703,46,2,0.0
1121,704,58,2,5.0
1122,704,42,2,15.0
1123,704,23,1,5.0
1124,705,50,2,5.0
1125,706,1,2,0.0
1126,706,5,2,0.0
1127,707,36,1,0.0
1128,708,32,5,5.0
1129,709,52,2,10.0
1130,709,51,2,10.0
1131,710,27,2,5.0
1132,710,38,1,0.0
1133,710,19,4,15.0
1134,711,50,3,5.0
1135,712,15,2,0.0
1136,713,20,1,10.0
1137,714,36,1,10.0
1138,715,19,3,5.0
1139,716,26,1,0.0
1140,717,25,2,15.0
1141,718,20,2,10.0
1142,719,56,2,0.0
1143,720,27,2,5.0
1144,720,1,1,0.0
1145,720,19,2,5.0
1146,721,37,3,5.0
1147,721,28,1,20.0
1148,722,9,2,5.0
1149,722,8,4,0.0
1150,722,33,3,0.0
